Year,City,Sport,Discipline,NOC,Event,Event gender,Medal,New_test_column
2006,Turin,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,01/10/2211
2006,Turin,Skiing,Snowboard,NOR,Half-pipe,W,Bronze,01/11/2211
2006,Turin,Biathlon,Biathlon,POL,15km mass start,M,Silver,01/12/2211
2006,Turin,Skiing,Cross Country S,POL,30km,W,Bronze,01/01/2212
2006,Turin,Biathlon,Biathlon,RUS,10km pursuit,W,Bronze,01/02/2212
2006,Turin,Biathlon,Biathlon,RUS,15km,W,Bronze,01/03/2212
2006,Turin,Biathlon,Biathlon,RUS,15km,W,Gold,01/04/2212
2006,Turin,Biathlon,Biathlon,RUS,4x6km relay,W,Gold,01/05/2212
2006,Turin,Biathlon,Biathlon,RUS,4x7.5km relay,M,Silver,01/06/2212
2006,Turin,Bobsleigh,Bobsleigh,RUS,four-man,M,Silver,01/07/2212
2006,Turin,Luge,Luge,RUS,singles,M,Silver,01/08/2212
2006,Turin,Skating,Figure skating,RUS,ice dancing,X,Gold,01/09/2212
2006,Turin,Skating,Figure skating,RUS,individual,M,Gold,01/10/2212
2006,Turin,Skating,Figure skating,RUS,individual,W,Bronze,01/11/2212
2006,Turin,Skating,Figure skating,RUS,pairs,X,Gold,01/12/2212
2006,Turin,Skating,Speed skating,RUS,500m,M,Silver,01/01/2213
2006,Turin,Skating,Speed skating,RUS,500m,W,Gold,01/02/2213
2006,Turin,Skating,Speed skating,RUS,Team pursuit,W,Bronze,01/03/2213
2006,Turin,Skiing,Cross Country S,RUS,30km,W,Silver,01/04/2213
2006,Turin,Skiing,Cross Country S,RUS,4x5km relay,W,Gold,01/05/2213
2006,Turin,Skiing,Cross Country S,RUS,50km,M,Silver,01/06/2213
2006,Turin,Skiing,Cross Country S,RUS,Combined 15 + 15km mass start,M,Gold,01/07/2213
2006,Turin,Skiing,Cross Country S,RUS,Combined 7.5 + 7.5km mass start,W,Bronze,01/08/2213
2006,Turin,Skiing,Cross Country S,RUS,sprint 1.5km,W,Bronze,01/09/2213
2006,Turin,Skiing,Cross Country S,RUS,Team sprint,M,Bronze,01/10/2213
2006,Turin,Skiing,Freestyle Ski.,RUS,aerials,M,Bronze,01/11/2213
2006,Turin,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze,01/12/2213
2006,Turin,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,01/01/2214
2006,Turin,Bobsleigh,Skeleton,SUI,individual,M,Bronze,01/02/2214
2006,Turin,Bobsleigh,Skeleton,SUI,individual,W,Gold,01/03/2214
2006,Turin,Curling,Curling,SUI,curling,W,Silver,01/04/2214
2006,Turin,Skating,Figure skating,SUI,individual,M,Silver,01/05/2214
2006,Turin,Skiing,Alpine Skiing,SUI,downhill,M,Bronze,01/06/2214
2006,Turin,Skiing,Alpine Skiing,SUI,downhill,W,Silver,01/07/2214
2006,Turin,Skiing,Alpine Skiing,SUI,super-G,M,Bronze,01/08/2214
2006,Turin,Skiing,Freestyle Ski.,SUI,aerials,W,Gold,01/09/2214
2006,Turin,Skiing,Snowboard,SUI,Giant parallel slalom,M,Gold,01/10/2214
2006,Turin,Skiing,Snowboard,SUI,Giant parallel slalom,M,Silver,01/11/2214
2006,Turin,Skiing,Snowboard,SUI,Giant parallel slalom,W,Gold,01/12/2214
2006,Turin,Skiing,Snowboard,SUI,Snowboard Cross,W,Gold,01/01/2215
2006,Turin,Skiing,Snowboard,SVK,Snowboard Cross,M,Silver,01/02/2215
2006,Turin,Biathlon,Biathlon,SWE,"12,5km mass start",W,Gold,01/03/2215
2006,Turin,Biathlon,Biathlon,SWE,7.5km,W,Silver,01/04/2215
2006,Turin,Curling,Curling,SWE,curling,W,Gold,01/05/2215
2006,Turin,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Gold,01/06/2215
2006,Turin,Ice Hockey,Ice Hockey,SWE,ice hockey,W,Silver,01/07/2215
2006,Turin,Skiing,Alpine Skiing,SWE,Alpine combined,W,Bronze,01/08/2215
2006,Turin,Skiing,Alpine Skiing,SWE,downhill,W,Bronze,01/09/2215
2006,Turin,Skiing,Alpine Skiing,SWE,giant slalom,W,Bronze,01/10/2215
2006,Turin,Skiing,Alpine Skiing,SWE,slalom,W,Gold,01/11/2215
2006,Turin,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze,01/12/2215
2006,Turin,Skiing,Cross Country S,SWE,"Sprint 1,5km",M,Bronze,01/01/2216
2006,Turin,Skiing,Cross Country S,SWE,"Sprint 1,5km",M,Gold,01/02/2216
2006,Turin,Skiing,Cross Country S,SWE,Team sprint,M,Gold,01/03/2216
2006,Turin,Skiing,Cross Country S,SWE,Team sprint,W,Gold,01/04/2216
2006,Turin,Biathlon,Biathlon,UKR,7.5km,W,Bronze,01/05/2216
2006,Turin,Skating,Figure skating,UKR,ice dancing,X,Bronze,01/06/2216
2006,Turin,Bobsleigh,Bobsleigh,USA,two-man,W,Silver,01/07/2216
2006,Turin,Curling,Curling,USA,curling,M,Bronze,01/08/2216
2006,Turin,Ice Hockey,Ice Hockey,USA,ice hockey,W,Bronze,01/09/2216
2006,Turin,Skating,Figure skating,USA,ice dancing,X,Silver,01/10/2216
2006,Turin,Skating,Figure skating,USA,individual,W,Silver,01/11/2216
2006,Turin,Skating,Short Track S.,USA,1000m,M,Bronze,01/12/2216
2006,Turin,Skating,Short Track S.,USA,5000m relay,M,Bronze,01/01/2217
2006,Turin,Skating,Short Track S.,USA,500m,M,Gold,01/02/2217
2006,Turin,Skating,Speed skating,USA,10000m,M,Silver,01/03/2217
2006,Turin,Skating,Speed skating,USA,1000m,M,Gold,01/04/2217
2006,Turin,Skating,Speed skating,USA,1000m,M,Silver,01/05/2217
2006,Turin,Skating,Speed skating,USA,1500m,M,Bronze,01/06/2217
2006,Turin,Skating,Speed skating,USA,1500m,M,Silver,01/07/2217
2006,Turin,Skating,Speed skating,USA,5000m,M,Gold,01/08/2217
2006,Turin,Skating,Speed skating,USA,500m,M,Gold,01/09/2217
2006,Turin,Skiing,Alpine Skiing,USA,Alpine combined,M,Gold,01/10/2217
2006,Turin,Skiing,Alpine Skiing,USA,giant slalom,W,Gold,01/11/2217
2006,Turin,Skiing,Freestyle Ski.,USA,moguls,M,Bronze,01/12/2217
2006,Turin,Skiing,Snowboard,USA,Giant parallel slalom,W,Bronze,01/01/2218
2006,Turin,Skiing,Snowboard,USA,Half-pipe,M,Gold,01/02/2218
2006,Turin,Skiing,Snowboard,USA,Half-pipe,M,Silver,01/03/2218
2006,Turin,Skiing,Snowboard,USA,Half-pipe,W,Gold,01/04/2218
2006,Turin,Skiing,Snowboard,USA,Half-pipe,W,Silver,01/05/2218
2006,Turin,Skiing,Snowboard,USA,Snowboard Cross,M,Gold,01/06/2218
2006,Turin,Skiing,Snowboard,USA,Snowboard Cross,W,Silver,01/07/2218
,,,,,,,,
SOURCE,IOC,,,,,,,
DATALINK,http://www.olympic.org/,,,,,,,
