Year,City,Sport,Discipline,NOC,Event,Event gender,Medal,New_test_column
1968,Grenoble,Biathlon,Biathlon,NOR,20km,M,Gold,01/04/2078
1968,Grenoble,Biathlon,Biathlon,NOR,4x7.5km relay,M,Silver,01/05/2078
1968,Grenoble,Skating,Speed skating,NOR,10000m,M,Silver,01/06/2078
1968,Grenoble,Skating,Speed skating,NOR,1500m,M,Silver,01/07/2078
1968,Grenoble,Skating,Speed skating,NOR,5000m,M,Gold,01/08/2078
1968,Grenoble,Skating,Speed skating,NOR,500m,M,Silver,01/09/2078
1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Bronze,01/10/2078
1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Silver,01/11/2078
1968,Grenoble,Skiing,Cross Country S,NOR,15km,M,Gold,01/12/2078
1968,Grenoble,Skiing,Cross Country S,NOR,30km mass start,M,Silver,01/01/2079
1968,Grenoble,Skiing,Cross Country S,NOR,3x5km relay,W,Gold,01/02/2079
1968,Grenoble,Skiing,Cross Country S,NOR,4x10km relay,M,Gold,01/03/2079
1968,Grenoble,Skiing,Cross Country S,NOR,50km,M,Gold,01/04/2079
1968,Grenoble,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze,01/05/2079
1968,Grenoble,Bobsleigh,Bobsleigh,ROU,two-man,M,Bronze,01/06/2079
1968,Grenoble,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze,01/07/2079
1968,Grenoble,Skiing,Alpine Skiing,SUI,downhill,M,Bronze,01/08/2079
1968,Grenoble,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver,01/09/2079
1968,Grenoble,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze,01/10/2079
1968,Grenoble,Skiing,Cross Country S,SUI,50km,M,Bronze,01/11/2079
1968,Grenoble,Skiing,Nordic Combined,SUI,individual,M,Silver,01/12/2079
1968,Grenoble,Biathlon,Biathlon,SWE,4x7.5km relay,M,Bronze,01/01/2080
1968,Grenoble,Skating,Speed skating,SWE,10000m,M,Bronze,01/02/2080
1968,Grenoble,Skating,Speed skating,SWE,10000m,M,Gold,01/03/2080
1968,Grenoble,Skiing,Cross Country S,SWE,10km,W,Gold,01/04/2080
1968,Grenoble,Skiing,Cross Country S,SWE,15km,M,Bronze,01/05/2080
1968,Grenoble,Skiing,Cross Country S,SWE,3x5km relay,W,Silver,01/06/2080
1968,Grenoble,Skiing,Cross Country S,SWE,4x10km relay,M,Silver,01/07/2080
1968,Grenoble,Skiing,Cross Country S,SWE,5km,W,Gold,01/08/2080
1968,Grenoble,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver,01/09/2080
1968,Grenoble,Skating,Figure skating,TCH,individual,W,Bronze,01/10/2080
1968,Grenoble,Skiing,Ski Jumping,TCH,K120 individual (90m),M,Silver,01/11/2080
1968,Grenoble,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Gold,01/12/2080
1968,Grenoble,Biathlon,Biathlon,URS,20km,M,Bronze,01/01/2081
1968,Grenoble,Biathlon,Biathlon,URS,20km,M,Silver,01/02/2081
1968,Grenoble,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold,01/03/2081
1968,Grenoble,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold,01/04/2081
1968,Grenoble,Skating,Figure skating,URS,pairs,X,Gold,01/05/2081
1968,Grenoble,Skating,Figure skating,URS,pairs,X,Silver,01/06/2081
1968,Grenoble,Skating,Speed skating,URS,1000m,W,Silver,01/07/2081
1968,Grenoble,Skating,Speed skating,URS,500m,W,Gold,01/08/2081
1968,Grenoble,Skiing,Cross Country S,URS,3x5km relay,W,Bronze,01/09/2081
1968,Grenoble,Skiing,Cross Country S,URS,50km,M,Silver,01/10/2081
1968,Grenoble,Skiing,Cross Country S,URS,5km,W,Bronze,01/11/2081
1968,Grenoble,Skiing,Cross Country S,URS,5km,W,Silver,01/12/2081
1968,Grenoble,Skiing,Ski Jumping,URS,K120 individual (90m),M,Gold,01/01/2082
1968,Grenoble,Skating,Figure skating,USA,individual,M,Silver,01/02/2082
1968,Grenoble,Skating,Figure skating,USA,individual,W,Gold,01/03/2082
1968,Grenoble,Skating,Speed skating,USA,1000m,W,Bronze,01/04/2082
1968,Grenoble,Skating,Speed skating,USA,500m,M,Silver,01/05/2082
1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver,01/06/2082
1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver,01/07/2082
1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver,01/08/2082
1972,Sapporo,Skating,Figure skating,AUT,individual,W,Gold,01/09/2082
1972,Sapporo,Skiing,Alpine Skiing,AUT,downhill,M,Bronze,01/10/2082
1972,Sapporo,Skiing,Alpine Skiing,AUT,downhill,W,Silver,01/11/2082
1972,Sapporo,Skiing,Alpine Skiing,AUT,giant slalom,W,Bronze,01/12/2082
1972,Sapporo,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver,01/01/2083
1972,Sapporo,Skating,Figure skating,CAN,individual,W,Silver,01/02/2083
1972,Sapporo,Skiing,Alpine Skiing,ESP,slalom,M,Gold,01/03/2083
1972,Sapporo,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver,01/04/2083
1972,Sapporo,Skiing,Cross Country S,FIN,10km,W,Bronze,01/05/2083
1972,Sapporo,Skiing,Cross Country S,FIN,3x5km relay,W,Silver,01/06/2083
1972,Sapporo,Skiing,Cross Country S,FIN,5km,W,Silver,01/07/2083
1972,Sapporo,Skiing,Nordic Combined,FIN,individual,M,Silver,01/08/2083
1972,Sapporo,Skating,Figure skating,FRA,individual,M,Bronze,01/09/2083
1972,Sapporo,Skiing,Alpine Skiing,FRA,slalom,W,Bronze,01/10/2083
1972,Sapporo,Skiing,Alpine Skiing,FRA,slalom,W,Silver,01/11/2083
1972,Sapporo,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze,01/12/2083
1972,Sapporo,Bobsleigh,Bobsleigh,FRG,two-man,M,Gold,01/01/2084
1972,Sapporo,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver,01/02/2084
1972,Sapporo,Skating,Speed skating,FRG,1000m,W,Gold,01/03/2084
1972,Sapporo,Skating,Speed skating,FRG,500m,M,Gold,01/04/2084
1972,Sapporo,Biathlon,Biathlon,GDR,20km,M,Silver,01/05/2084
1972,Sapporo,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze,01/06/2084
1972,Sapporo,Luge,Luge,GDR,doubles,X,Bronze,01/07/2084
1972,Sapporo,Luge,Luge,GDR,doubles,X,Gold,01/08/2084
1972,Sapporo,Luge,Luge,GDR,singles,M,Bronze,01/09/2084
1972,Sapporo,Luge,Luge,GDR,singles,M,Gold,01/10/2084
1972,Sapporo,Luge,Luge,GDR,singles,M,Silver,01/11/2084
1972,Sapporo,Luge,Luge,GDR,singles,W,Bronze,01/12/2084
1972,Sapporo,Luge,Luge,GDR,singles,W,Gold,01/01/2085
1972,Sapporo,Luge,Luge,GDR,singles,W,Silver,01/02/2085
1972,Sapporo,Skating,Figure skating,GDR,pairs,X,Bronze,01/03/2085
1972,Sapporo,Skiing,Nordic Combined,GDR,individual,M,Bronze,01/04/2085
1972,Sapporo,Skiing,Nordic Combined,GDR,individual,M,Gold,01/05/2085
1972,Sapporo,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Bronze,01/06/2085
1972,Sapporo,Bobsleigh,Bobsleigh,ITA,four-man,M,Silver,01/07/2085
1972,Sapporo,Luge,Luge,ITA,doubles,X,Gold,01/08/2085
1972,Sapporo,Skiing,Alpine Skiing,ITA,giant slalom,M,Gold,01/09/2085
1972,Sapporo,Skiing,Alpine Skiing,ITA,slalom,M,Bronze,01/10/2085
1972,Sapporo,Skiing,Alpine Skiing,ITA,slalom,M,Silver,01/11/2085
1972,Sapporo,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Bronze,01/12/2085
1972,Sapporo,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Gold,01/01/2086
1972,Sapporo,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Silver,01/02/2086
1972,Sapporo,Skating,Speed skating,NED,10000m,M,Gold,01/03/2086
1972,Sapporo,Skating,Speed skating,NED,10000m,M,Silver,01/04/2086
1972,Sapporo,Skating,Speed skating,NED,1000m,W,Silver,01/05/2086
1972,Sapporo,Skating,Speed skating,NED,1500m,M,Gold,01/06/2086
1972,Sapporo,Skating,Speed skating,NED,1500m,W,Bronze,01/07/2086
1972,Sapporo,Skating,Speed skating,NED,1500m,W,Silver,01/08/2086
1972,Sapporo,Skating,Speed skating,NED,3000m,W,Bronze,01/09/2086
1972,Sapporo,Skating,Speed skating,NED,3000m,W,Gold,01/10/2086
1972,Sapporo,Skating,Speed skating,NED,5000m,M,Gold,01/11/2086
1972,Sapporo,Biathlon,Biathlon,NOR,20km,M,Gold,01/12/2086
1972,Sapporo,Skating,Speed skating,NOR,10000m,M,Bronze,01/01/2087
1972,Sapporo,Skating,Speed skating,NOR,1500m,M,Silver,01/02/2087
1972,Sapporo,Skating,Speed skating,NOR,5000m,M,Bronze,01/03/2087
1972,Sapporo,Skating,Speed skating,NOR,5000m,M,Silver,01/04/2087
1972,Sapporo,Skiing,Cross Country S,NOR,15km,M,Bronze,01/05/2087
1972,Sapporo,Skiing,Cross Country S,NOR,30km mass start,M,Bronze,01/06/2087
1972,Sapporo,Skiing,Cross Country S,NOR,30km mass start,M,Silver,01/07/2087
1972,Sapporo,Skiing,Cross Country S,NOR,3x5km relay,W,Bronze,01/08/2087
1972,Sapporo,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,01/09/2087
1972,Sapporo,Skiing,Cross Country S,NOR,50km,M,Gold,01/10/2087
1972,Sapporo,Skiing,Cross Country S,NOR,50km,M,Silver,01/11/2087
1972,Sapporo,Skiing,Ski Jumping,POL,K120 individual (90m),M,Gold,01/12/2087
1972,Sapporo,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold,01/01/2088
1972,Sapporo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,01/02/2088
1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,M,Gold,01/03/2088
1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,M,Silver,01/04/2088
1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,W,Gold,01/05/2088
1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,M,Bronze,01/06/2088
1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver,01/07/2088
1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold,01/08/2088
1972,Sapporo,Skiing,Cross Country S,SUI,4x10km relay,M,Bronze,01/09/2088
1972,Sapporo,Skiing,Ski Jumping,SUI,K120 individual (90m),M,Silver,01/10/2088
1972,Sapporo,Biathlon,Biathlon,SWE,20km,M,Bronze,01/11/2088
1972,Sapporo,Skating,Speed skating,SWE,1500m,M,Bronze,01/12/2088
1972,Sapporo,Skating,Speed skating,SWE,500m,M,Silver,01/01/2089
1972,Sapporo,Skiing,Cross Country S,SWE,15km,M,Gold,01/02/2089
1972,Sapporo,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze,01/03/2089
1972,Sapporo,Skating,Figure skating,TCH,individual,M,Gold,01/04/2089
1972,Sapporo,Skiing,Cross Country S,TCH,5km,W,Bronze,01/05/2089
1972,Sapporo,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold,01/06/2089
1972,Sapporo,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold,01/07/2089
1972,Sapporo,Skating,Figure skating,URS,individual,M,Silver,01/08/2089
1972,Sapporo,Skating,Figure skating,URS,pairs,X,Gold,01/09/2089
1972,Sapporo,Skating,Figure skating,URS,pairs,X,Silver,01/10/2089
1972,Sapporo,Skating,Speed skating,URS,500m,M,Bronze,01/11/2089
1972,Sapporo,Skating,Speed skating,URS,500m,W,Bronze,01/12/2089
1972,Sapporo,Skating,Speed skating,URS,500m,W,Silver,01/01/2090
1972,Sapporo,Skiing,Cross Country S,URS,10km,W,Gold,01/02/2090
1972,Sapporo,Skiing,Cross Country S,URS,10km,W,Silver,01/03/2090
1972,Sapporo,Skiing,Cross Country S,URS,15km,M,Silver,01/04/2090
1972,Sapporo,Skiing,Cross Country S,URS,30km mass start,M,Gold,01/05/2090
1972,Sapporo,Skiing,Cross Country S,URS,3x5km relay,W,Gold,01/06/2090
1972,Sapporo,Skiing,Cross Country S,URS,4x10km relay,M,Gold,01/07/2090
1972,Sapporo,Skiing,Cross Country S,URS,50km,M,Bronze,01/08/2090
1972,Sapporo,Skiing,Cross Country S,URS,5km,W,Gold,01/09/2090
1972,Sapporo,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,01/10/2090
1972,Sapporo,Skating,Figure skating,USA,individual,W,Bronze,01/11/2090
1972,Sapporo,Skating,Speed skating,USA,1000m,W,Bronze,01/12/2090
1972,Sapporo,Skating,Speed skating,USA,1500m,W,Gold,01/01/2091
1972,Sapporo,Skating,Speed skating,USA,3000m,W,Silver,01/02/2091
1972,Sapporo,Skating,Speed skating,USA,500m,W,Gold,01/03/2091
1972,Sapporo,Skiing,Alpine Skiing,USA,downhill,W,Bronze,01/04/2091
1972,Sapporo,Skiing,Alpine Skiing,USA,slalom,W,Gold,01/05/2091
1976,Innsbruck,Luge,Luge,AUT,doubles,X,Bronze,01/06/2091
1976,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,M,Gold,01/07/2091
1976,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Silver,01/08/2091
1976,Innsbruck,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Gold,01/09/2091
1976,Innsbruck,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver,01/10/2091
1976,Innsbruck,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze,01/11/2091
1976,Innsbruck,Skating,Figure skating,CAN,individual,M,Bronze,01/12/2091
1976,Innsbruck,Skating,Speed skating,CAN,500m,W,Silver,01/01/2092
1976,Innsbruck,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold,01/02/2092
1976,Innsbruck,Biathlon,Biathlon,FIN,20km,M,Silver,01/03/2092
1976,Innsbruck,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver,01/04/2092
1976,Innsbruck,Skiing,Cross Country S,FIN,10km,W,Silver,01/05/2092
1976,Innsbruck,Skiing,Cross Country S,FIN,15km,M,Bronze,01/06/2092
1976,Innsbruck,Skiing,Cross Country S,FIN,4x10km relay,M,Gold,01/07/2092
1976,Innsbruck,Skiing,Cross Country S,FIN,4x5km relay,W,Silver,01/08/2092
1976,Innsbruck,Skiing,Cross Country S,FIN,5km,W,Gold,01/09/2092
1976,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze,01/10/2092
1976,Innsbruck,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze,01/11/2092
1976,Innsbruck,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver,01/12/2092
1976,Innsbruck,Ice Hockey,Ice Hockey,FRG,ice hockey,M,Bronze,01/01/2093
1976,Innsbruck,Luge,Luge,FRG,doubles,X,Silver,01/02/2093
1976,Innsbruck,Luge,Luge,FRG,singles,M,Silver,01/03/2093
1976,Innsbruck,Luge,Luge,FRG,singles,W,Bronze,01/04/2093
1976,Innsbruck,Skiing,Alpine Skiing,FRG,downhill,W,Gold,01/05/2093
1976,Innsbruck,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver,01/06/2093
1976,Innsbruck,Skiing,Alpine Skiing,FRG,slalom,W,Gold,01/07/2093
1976,Innsbruck,Skiing,Nordic Combined,FRG,individual,M,Silver,01/08/2093
1976,Innsbruck,Skating,Figure skating,GBR,individual,M,Gold,01/09/2093
1976,Innsbruck,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze,01/10/2093
1976,Innsbruck,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold,01/11/2093
1976,Innsbruck,Bobsleigh,Bobsleigh,GDR,two-man,M,Gold,01/12/2093
1976,Innsbruck,Luge,Luge,GDR,doubles,X,Gold,01/01/2094
1976,Innsbruck,Luge,Luge,GDR,singles,M,Bronze,01/02/2094
1976,Innsbruck,Luge,Luge,GDR,singles,M,Gold,01/03/2094
1976,Innsbruck,Luge,Luge,GDR,singles,W,Gold,01/04/2094
1976,Innsbruck,Luge,Luge,GDR,singles,W,Silver,01/05/2094
1976,Innsbruck,Skating,Figure skating,GDR,individual,W,Bronze,01/06/2094
1976,Innsbruck,Skating,Figure skating,GDR,pairs,X,Bronze,01/07/2094
1976,Innsbruck,Skating,Figure skating,GDR,pairs,X,Silver,01/08/2094
1976,Innsbruck,Skating,Speed skating,GDR,3000m,W,Silver,01/09/2094
1976,Innsbruck,Skiing,Cross Country S,GDR,4x5km relay,W,Bronze,01/10/2094
1976,Innsbruck,Skiing,Cross Country S,GDR,50km,M,Silver,01/11/2094
1976,Innsbruck,Skiing,Nordic Combined,GDR,individual,M,Bronze,01/12/2094
1976,Innsbruck,Skiing,Nordic Combined,GDR,individual,M,Gold,01/01/2095
1976,Innsbruck,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Bronze,01/02/2095
1976,Innsbruck,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Gold,01/03/2095
1976,Innsbruck,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Silver,01/04/2095
1976,Innsbruck,Skiing,Alpine Skiing,ITA,downhill,M,Bronze,01/05/2095
1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,M,Gold,01/06/2095
1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,M,Silver,01/07/2095
1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,W,Silver,01/08/2095
1976,Innsbruck,Skiing,Alpine Skiing,LIE,slalom,M,Bronze,01/09/2095
1976,Innsbruck,Skiing,Alpine Skiing,LIE,slalom,W,Bronze,01/10/2095
1976,Innsbruck,Skating,Figure skating,NED,individual,W,Silver,01/11/2095
1976,Innsbruck,Skating,Speed skating,NED,10000m,M,Bronze,01/12/2095
1976,Innsbruck,Skating,Speed skating,NED,10000m,M,Gold,01/01/2096
1976,Innsbruck,Skating,Speed skating,NED,1500m,M,Bronze,01/02/2096
1976,Innsbruck,Skating,Speed skating,NED,5000m,M,Bronze,01/03/2096
1976,Innsbruck,Skating,Speed skating,NED,5000m,M,Silver,01/04/2096
1976,Innsbruck,Skating,Speed skating,NOR,10000m,M,Silver,01/05/2096
1976,Innsbruck,Skating,Speed skating,NOR,1000m,M,Silver,01/06/2096
1976,Innsbruck,Skating,Speed skating,NOR,1500m,M,Gold,01/07/2096
1976,Innsbruck,Skating,Speed skating,NOR,3000m,W,Bronze,01/08/2096
1976,Innsbruck,Skating,Speed skating,NOR,5000m,M,Gold,01/09/2096
1976,Innsbruck,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,01/10/2096
1976,Innsbruck,Skiing,Cross Country S,NOR,50km,M,Gold,01/11/2096
1976,Innsbruck,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver,01/12/2096
1976,Innsbruck,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,01/01/2097
1976,Innsbruck,Skiing,Alpine Skiing,SUI,downhill,M,Silver,01/02/2097
1976,Innsbruck,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold,01/03/2097
1976,Innsbruck,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver,01/04/2097
1976,Innsbruck,Skiing,Alpine Skiing,SWE,giant slalom,M,Bronze,01/05/2097
1976,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Bronze,01/06/2097
1976,Innsbruck,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver,01/07/2097
1976,Innsbruck,Biathlon,Biathlon,URS,20km,M,Bronze,01/08/2097
1976,Innsbruck,Biathlon,Biathlon,URS,20km,M,Gold,01/09/2097
1976,Innsbruck,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold,01/10/2097
1976,Innsbruck,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold,01/11/2097
1976,Innsbruck,Skating,Figure skating,URS,ice dancing,X,Gold,01/12/2097
1976,Innsbruck,Skating,Figure skating,URS,ice dancing,X,Silver,01/01/2098
1976,Innsbruck,Skating,Figure skating,URS,individual,M,Silver,01/02/2098
1976,Innsbruck,Skating,Figure skating,URS,pairs,X,Gold,01/03/2098
1976,Innsbruck,Skating,Speed skating,URS,1000m,M,Bronze,01/04/2098
1976,Innsbruck,Skating,Speed skating,URS,1000m,W,Gold,01/05/2098
1976,Innsbruck,Skating,Speed skating,URS,1500m,M,Silver,01/06/2098
1976,Innsbruck,Skating,Speed skating,URS,1500m,W,Bronze,01/07/2098
1976,Innsbruck,Skating,Speed skating,URS,1500m,W,Gold,01/08/2098
1976,Innsbruck,Skating,Speed skating,URS,3000m,W,Gold,01/09/2098
1976,Innsbruck,Skating,Speed skating,URS,500m,M,Gold,01/10/2098
1976,Innsbruck,Skating,Speed skating,URS,500m,M,Silver,01/11/2098
1976,Innsbruck,Skating,Speed skating,URS,500m,W,Bronze,01/12/2098
1976,Innsbruck,Skiing,Cross Country S,URS,10km,W,Bronze,01/01/2099
1976,Innsbruck,Skiing,Cross Country S,URS,10km,W,Gold,01/02/2099
1976,Innsbruck,Skiing,Cross Country S,URS,15km,M,Gold,01/03/2099
1976,Innsbruck,Skiing,Cross Country S,URS,15km,M,Silver,01/04/2099
1976,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Bronze,01/05/2099
1976,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Gold,01/06/2099
1976,Innsbruck,Skiing,Cross Country S,URS,4x10km relay,M,Bronze,01/07/2099
1976,Innsbruck,Skiing,Cross Country S,URS,4x5km relay,W,Gold,01/08/2099
1976,Innsbruck,Skiing,Cross Country S,URS,5km,W,Bronze,01/09/2099
1976,Innsbruck,Skiing,Cross Country S,URS,5km,W,Silver,01/10/2099
1976,Innsbruck,Skating,Figure skating,USA,ice dancing,X,Bronze,01/11/2099
1976,Innsbruck,Skating,Figure skating,USA,individual,W,Gold,01/12/2099
1976,Innsbruck,Skating,Speed skating,USA,1000m,M,Gold,01/01/2100
1976,Innsbruck,Skating,Speed skating,USA,1000m,W,Bronze,01/02/2100
1976,Innsbruck,Skating,Speed skating,USA,1000m,W,Silver,01/03/2100
1976,Innsbruck,Skating,Speed skating,USA,1500m,W,Silver,01/04/2100
1976,Innsbruck,Skating,Speed skating,USA,500m,M,Bronze,01/05/2100
1976,Innsbruck,Skating,Speed skating,USA,500m,W,Gold,01/06/2100
1976,Innsbruck,Skiing,Alpine Skiing,USA,downhill,W,Bronze,01/07/2100
1976,Innsbruck,Skiing,Cross Country S,USA,30km mass start,M,Silver,01/08/2100
1980,Lake Placid,Luge,Luge,AUT,doubles,X,Bronze,01/09/2100
1980,Lake Placid,Skiing,Alpine Skiing,AUT,downhill,M,Gold,01/10/2100
1980,Lake Placid,Skiing,Alpine Skiing,AUT,downhill,M,Silver,01/11/2100
1980,Lake Placid,Skiing,Alpine Skiing,AUT,downhill,W,Gold,01/12/2100
1980,Lake Placid,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,01/01/2101
1980,Lake Placid,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver,01/02/2101
1980,Lake Placid,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Gold,01/03/2101
1980,Lake Placid,Skiing,Cross Country S,BUL,30km mass start,M,Bronze,01/04/2101
1980,Lake Placid,Skating,Speed skating,CAN,1000m,M,Silver,01/05/2101
1980,Lake Placid,Skiing,Alpine Skiing,CAN,downhill,M,Bronze,01/06/2101
1980,Lake Placid,Skiing,Cross Country S,FIN,10km,W,Bronze,01/07/2101
1980,Lake Placid,Skiing,Cross Country S,FIN,10km,W,Silver,01/08/2101
1980,Lake Placid,Skiing,Cross Country S,FIN,15km,M,Silver,01/09/2101
1980,Lake Placid,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze,01/10/2101
1980,Lake Placid,Skiing,Cross Country S,FIN,50km,M,Silver,01/11/2101
1980,Lake Placid,Skiing,Cross Country S,FIN,5km,W,Silver,01/12/2101
1980,Lake Placid,Skiing,Nordic Combined,FIN,individual,M,Silver,01/01/2102
1980,Lake Placid,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Bronze,01/02/2102
1980,Lake Placid,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold,01/03/2102
1980,Lake Placid,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze,01/04/2102
1980,Lake Placid,Biathlon,Biathlon,FRG,4x7.5km relay,M,Bronze,01/05/2102
1980,Lake Placid,Luge,Luge,FRG,singles,M,Bronze,01/06/2102
1980,Lake Placid,Skating,Figure skating,FRG,individual,W,Bronze,01/07/2102
1980,Lake Placid,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver,01/08/2102
1980,Lake Placid,Skiing,Alpine Skiing,FRG,slalom,W,Silver,01/09/2102
1980,Lake Placid,Skating,Figure skating,GBR,individual,M,Gold,01/10/2102
1980,Lake Placid,Biathlon,Biathlon,GDR,10km,M,Gold,01/11/2102
1980,Lake Placid,Biathlon,Biathlon,GDR,20km,M,Bronze,01/12/2102
1980,Lake Placid,Biathlon,Biathlon,GDR,20km,M,Silver,01/01/2103
1980,Lake Placid,Biathlon,Biathlon,GDR,4x7.5km relay,M,Silver,01/02/2103
1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,four-man,M,Bronze,01/03/2103
1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold,01/04/2103
1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,two-man,M,Bronze,01/05/2103
1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,two-man,M,Silver,01/06/2103
1980,Lake Placid,Luge,Luge,GDR,doubles,X,Gold,01/07/2103
1980,Lake Placid,Luge,Luge,GDR,singles,M,Gold,01/08/2103
1980,Lake Placid,Luge,Luge,GDR,singles,W,Silver,01/09/2103
1980,Lake Placid,Skating,Figure skating,GDR,individual,M,Silver,01/10/2103
1980,Lake Placid,Skating,Figure skating,GDR,individual,W,Gold,01/11/2103
1980,Lake Placid,Skating,Figure skating,GDR,pairs,X,Bronze,01/12/2103
1980,Lake Placid,Skating,Speed skating,GDR,1000m,W,Bronze,01/01/2104
1980,Lake Placid,Skating,Speed skating,GDR,1500m,W,Bronze,01/02/2104
1980,Lake Placid,Skating,Speed skating,GDR,3000m,W,Silver,01/03/2104
1980,Lake Placid,Skating,Speed skating,GDR,500m,W,Gold,01/04/2104
1980,Lake Placid,Skiing,Cross Country S,GDR,10km,W,Gold,01/05/2104
1980,Lake Placid,Skiing,Cross Country S,GDR,4x5km relay,W,Gold,01/06/2104
1980,Lake Placid,Skiing,Nordic Combined,GDR,individual,M,Bronze,01/07/2104
1980,Lake Placid,Skiing,Nordic Combined,GDR,individual,M,Gold,01/08/2104
1980,Lake Placid,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Silver,01/09/2104
1980,Lake Placid,Skating,Figure skating,HUN,ice dancing,X,Silver,01/10/2104
1980,Lake Placid,Luge,Luge,ITA,doubles,X,Silver,01/11/2104
1980,Lake Placid,Luge,Luge,ITA,singles,M,Silver,01/12/2104
1980,Lake Placid,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Silver,01/01/2105
1980,Lake Placid,Skiing,Alpine Skiing,LIE,downhill,W,Silver,01/02/2105
1980,Lake Placid,Skiing,Alpine Skiing,LIE,giant slalom,M,Silver,01/03/2105
1980,Lake Placid,Skiing,Alpine Skiing,LIE,giant slalom,W,Gold,01/04/2105
